Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,,
da0afee,Hyundai Ioniq 5,NMC,72.6,71,604,42.7,0.71,1.92,Aggressive,0.0576,87,Healthy,,
28601262,,NMC,72.6,77,595,.,0.18,1.11,Aggressive,0.044,92.27,Healthy,,
91e987c,Hyundai Ioniq 5,NMC,72.6,,191,18.5,0.7,0.59,Moderate,0.0278,98.08,Healthy,,
550565,Hyundai Ioniq 5,,72.6,55,447,1.9,0.68,,Moderate,0.06,94.76,Healthy,,
5765505,BYD Atto ,LFP,60,44,265,4,0.84,0.8,Aggressive,0.0256,97.1,Healthy,,
db82c002,,NMC,88,49,72,,0.51,,Aggressive,0.06,95.18,Healthy,,
b87e898,Hyundai Ioniq 5,NMC,72.6,72,292,22.7,0.92,2.06,Conservative,0.026,97.59,Healthy,,
a508b1e0,Wuling Air EV,LFP,26,77,814,,0.12,2.41,Moderate,0.0284,95.7,Healthy,,
5b0dbcf,Hyundai Ioniq 5,NMC,72.6,6,41,,0.16,1.42,Moderate,0.0274,97.59,Healthy,,
92e5d2df,Ford Mustang Mach-E,NMC,88,41,470,0.2,0.94,,Moderate,0.065,94.04,Healthy,,
fb6cf07b,Hyundai Ioniq 5,NMC,72.6,78,611,26,0.2,2.1,Moderate,0.068,94.42,Healthy,,
69b847,Hyundai Ioniq 5,NMC,72.6,2,151,25.2,0.9,1.78,Moderate,0.0267,97.48,Healthy,,
ab0e9164,Ford Mustang Mach-E,,88,11,141,,0.84,0.92,Moderate,0.0267,98.46,Healthy,,
c6bfa4d,BYD Atto ,LFP,60,71,1017,25.2,0.12,2.16,Conservative,,95.18,Healthy,,
b8002d15,BYD Atto ,LFP,60,24,259,0,0.6,1.79,Moderate,0.027,98.1,Healthy,,
e8410f29,BYD Atto ,,60,78,1058,16,0.85,1.29,Conservative,0.046,92.55,Healthy,,
e9d0f8a,BYD Atto ,LFP,60,80,427,25.4,0.99,1.51,Moderate,0.0264,96.97,Healthy,,
a018c208,,NMC,72.6,48,65,27.7,0.78,2.2,Moderate,0.026,95.61,Healthy,,
0b6268e,Wuling Air EV,LFP,26,5,500,22.4,0.92,1.56,Moderate,0.0291,95.96,Healthy,,
1a4719b,Hyundai Ioniq 5,,72.6,1,1,,0.9,1,Conservative,0.0192,,Healthy,,
fe0057ae,Tesla Model ,NMC,75,55,811,,0.68,1.17,Conservative,0.0481,90.6,Healthy,,
6849db8,Ford Mustang Mach-E,NMC,88,1,11,5.9,0.84,0.5,Moderate,0.0227,99.24,Healthy,,
b84792b,BYD Atto ,LFP,60,59,661,,1,1.58,Conservative,0.024,94.89,Healthy,,
a80bbe5,Hyundai Ioniq 5,NMC,72.6,62,782,15.1,0.42,1.5,Moderate,0.04,92.55,Healthy,,
da7b4cb,BYD Atto ,LFP,60,5,247,1.1,0.88,0.72,Moderate,0.0244,97.72,Healthy,,
7c21742,Hyundai Ioniq 5,NMC,72.6,42,277,0.7,0.99,1.5,Conservative,0.006,96.61,Healthy,,
f885cfd0,Tesla Model ,NMC,75,51,5,26.7,0.22,1.1,Conservative,0.0287,97.4,Healthy,,
fa2841,BYD Atto ,LFP,60,65,425,18.9,0.8,,Aggressive,0,95.4,Healthy,,
84854f70,Hyundai Ioniq 5,NMC,72.6,14,160,9.8,0.09,1.55,Conservative,0.0264,98.18,Healthy,,
80c0fa6a,Hyundai Ioniq 5,NMC,72.6,90,821,4.8,0.6,,Conservative,0.045,91.81,Healthy,,
2167f5a,,LFP,26,21,284,27,0.7,,,0.0261,97.04,Healthy,,
fcf6d0a4,Hyundai Ioniq 5,NMC,72.6,6,176,24,0.57,0.5,Conservative,0.0228,98.91,Healthy,,
8df2ced2,Ford Mustang Mach-E,NMC,88,85,581,26.4,0.94,1.91,Moderate,,92.65,Healthy,,
fb78c64e,,LFP,26,0,2,0,0.92,,Moderate,0.0257,97.67,Healthy,,
64c2045,Tesla Model ,,75,8,474,2.8,0.09,0.81,Moderate,0.0298,96.79,Healthy,,
6d60db8,BYD Atto ,,60,7,1061,19.2,0.4,0.61,Aggressive,0.07,91.2,Healthy,,
fd6d70a,Ford Mustang Mach-E,NMC,88,94,498,19,0.21,2.4,Moderate,0.02,95.6,Healthy,,
0d99a61c,Ford Mustang Mach-E,NMC,88,2,296,26.8,0.96,0.72,Conservative,0.0289,96.99,Healthy,,
b2d768ad,Wuling Air EV,LFP,26,89,754,29.8,0.09,1.5,Moderate,0.0256,96.6,Healthy,,
70e1f4e,,NMC,72.6,7,48,1.9,0.45,,Conservative,,99.77,Healthy,,
62f806c9,,NMC,75,14,181,2.1,0.72,2.42,Moderate,0.026,97.8,Healthy,,
0c1ae92,Tesla Model ,NMC,75,,14,15.9,0.76,1.4,Moderate,0.02,,Healthy,,
54ede6d9,Hyundai Ioniq 5,NMC,72.6,62,19,28.5,0.22,1.2,,0.0259,97.92,Healthy,,
158d161c,,LFP,26,42,212,29.7,0.18,2.42,Moderate,0.02,98.7,Healthy,,
e8e60ad0,BYD Atto ,LFP,60,,185,19.1,0.1,,Moderate,0.022,99.01,Healthy,,
515598a6,Tesla Model ,NMC,75,79,567,,0.9,2.1,Moderate,0.01,9.46,Healthy,,
87c4ca46,Tesla Model ,NMC,75,45,542,0.8,0.62,1.99,Moderate,,91.79,Healthy,,
d7c86a8,Ford Mustang Mach-E,NMC,88,68,62,9.9,0.99,0.65,,0.0521,89,Healthy,,
eb50b5ec,Hyundai Ioniq 5,NMC,72.6,8,,29.7,0.96,0.9,Moderate,0.066,94.68,Healthy,,
edfbade,Tesla Model ,NMC,75,71,0,21.6,0.84,1.54,Aggressive,0.009,95.98,Healthy,,
d2c18be2,Tesla Model ,NMC,75,62,680,24.7,0.77,2.1,Aggressive,0.045,91.25,Healthy,,
c6618554,,NMC,88,,6,24,0.95,1.9,Aggressive,0.082,94.5,Healthy,,
95760ad,,NMC,75,12,150,2.9,0.51,1.2,Conservative,,97.77,Healthy,,
2f9186,Tesla Model ,,75,84,905,24.7,0.07,1,Conservative,0.089,9.8,Healthy,,
57a609,Ford Mustang Mach-E,NMC,88,58,275,20,0.5,1.9,Aggressive,0.0296,96.58,Healthy,,
eff9e9b0,,NMC,88,10,49,5,0.04,0.65,Moderate,0.02,,Healthy,,
e52ca60,BYD Atto ,LFP,60,1,22,0.1,0.22,,Moderate,0.0221,98.17,Healthy,,
d21294fe,,NMC,75,,259,2.4,0.89,1.78,Aggressive,0.011,96.45,Healthy,,
6200db79,BYD Atto ,LFP,60,28,294,22.2,0.76,1.42,Conservative,0.0221,98.2,Healthy,,
00e4f170,BYD Atto ,LFP,60,7,91,,0.8,1.5,Conservative,0.0212,99.1,Healthy,,
15ad6,BYD Atto ,LFP,60,55,687,1,0.48,1.5,Conservative,0.0282,95.79,Healthy,,
db7dcba7,Ford Mustang Mach-E,NMC,88,65,77,29.4,0.7,,,0.0426,92.44,Healthy,,
d5f81776,Wuling Air EV,LFP,26,10,109,27.8,0.1,1.26,Moderate,0.0209,99.49,Healthy,,
9dc0c58b,,LFP,60,81,428,28.2,0.22,,Moderate,0.0246,97.74,Healthy,,
6c7a550,Hyundai Ioniq 5,NMC,72.6,4,25,8.6,0.4,0.88,,0.02,99.9,Healthy,,
cc2cb,BYD Atto ,LFP,60,9,420,4.6,0.1,,Moderate,,97.11,Healthy,,
0dc1e1e,Tesla Model ,NMC,75,65,92,15.1,0.7,,Moderate,0.048,90.8,Healthy,,
86f241c4,,LFP,60,1,167,,0.01,1.59,Aggressive,,99.27,Healthy,,
f8129fe,Tesla Model ,,75,7,4,22.5,0.6,2.4,Moderate,0.005,96.65,Healthy,,
1bb4dce1,Hyundai Ioniq 5,,72.6,70,881,21.4,0.14,1.7,Conservative,0.097,92.98,Healthy,,
a2cf22,Ford Mustang Mach-E,NMC,88,89,970,1.1,0.64,1.68,Conservative,0.047,91.15,Healthy,,
49b7ffc9,Ford Mustang Mach-E,,88,2,29,15,0.97,,Conservative,,99.2,Healthy,,
2494259c,,LFP,60,56,58,25.6,0.2,2.1,Aggressive,,96.7,Healthy,,
9485687,BYD Atto ,LFP,60,28,29,27.2,0.29,1.42,Moderate,0.0241,98.27,Healthy,,
d5a9485,Tesla Model ,NMC,75,55,,28,0.29,1.16,Conservative,0.0287,97.01,Healthy,,
d5a481,Hyundai Ioniq 5,NMC,72.6,86,1228,27.6,0.22,1.8,Moderate,0.0515,89.18,Healthy,,
f2e0c9e,BYD Atto ,LFP,60,95,744,26,0.2,1.29,Aggressive,0.0298,94.67,Healthy,,
12d9cd29,,,60,8,544,0,0.75,0.7,Conservative,0.025,96.78,Healthy,,
7199dfa0,BYD Atto ,LFP,60,41,269,1,0.77,1.12,Aggressive,,97.19,Healthy,,
c850166f,,,75,22,17,,0.79,,Moderate,0.0261,98.49,Healthy,,
24884ae,BYD Atto ,LFP,60,64,,29.7,0.86,0.95,Aggressive,0.026,97.21,Healthy,,
91e72b4,Wuling Air EV,LFP,26,92,1101,,0.81,0.65,Moderate,0.04,89.07,Healthy,,
be5a45ed,Tesla Model ,NMC,75,42,459,18.5,0.27,,Aggressive,0.047,94.57,Healthy,,
a4a75b9d,Ford Mustang Mach-E,NMC,88,52,778,2.8,0.74,0.58,Moderate,,91.86,Healthy,,
21bec0a,,NMC,72.6,72,999,19.5,0.85,,Moderate,,88.94,Healthy,,
86aae66b,Ford Mustang Mach-E,NMC,88,25,16,28.1,0.45,1.9,Moderate,0.0281,96.94,Healthy,,
4f4df949,Tesla Model ,NMC,75,2,448,,0.2,0.69,Conservative,,96.9,Healthy,,
6e0cc8b4,BYD Atto ,LFP,60,67,50,10.2,0.15,1.17,Moderate,0.024,97.99,Healthy,,
bfaef95d,Wuling Air EV,LFP,26,2,1,18.6,0.04,,Moderate,0.0212,99.47,Healthy,,
6f754f14,BYD Atto ,LFP,60,79,519,20,0.1,1.96,Conservative,,97.24,Healthy,,
88ec5d71,Ford Mustang Mach-E,NMC,88,59,282,,0.4,0.97,Moderate,0.0295,96.87,Healthy,,
6e1182,Tesla Model ,NMC,75,47,475,28.8,1,1.4,Conservative,0.077,9.92,Healthy,,
61d8c8,,LFP,60,82,541,4.5,0.46,1.7,Aggressive,0.0292,95.48,Healthy,,
42fb97da,,NMC,88,65,61,28.5,0.47,0.77,Conservative,0.081,94.41,Healthy,,
cb7aa571,,NMC,75,20,249,8,0.97,2.1,Moderate,0.0289,97.2,Healthy,,
6918e2c,BYD Atto ,LFP,60,21,198,0.8,0.69,1.02,Aggressive,0.029,98.05,Healthy,,
05fb1dc,Tesla Model ,NMC,75,55,670,7.2,0.4,0.5,,,90.77,Healthy,,
7de8a96,Wuling Air EV,LFP,26,92,501,28.2,0.1,1.92,Moderate,0.0257,96.69,Healthy,,
0cf80985,Tesla Model ,NMC,75,96,1276,.,0.8,,Conservative,0.0567,87.7,Healthy,,
74cca51,Ford Mustang Mach-E,,88,0,99,9.4,0.4,,Moderate,0.042,95.67,Healthy,,
f1c5b66,Hyundai Ioniq 5,NMC,72.6,77,76,2.9,0.11,1.99,Conservative,,94.82,Healthy,,
70a7f9,Hyundai Ioniq 5,,72.6,71,58,,0.28,1.61,Aggressive,0.081,9.52,Healthy,,
677feba9,,NMC,72.6,15,96,22.1,0.72,0.6,Moderate,0.029,98.98,Healthy,,
45295,Tesla Model ,NMC,75,25,159,2.8,0.25,1.95,Moderate,,97.88,Healthy,,
ff8eeeed,Tesla Model ,NMC,75,7,492,9,0.98,1.58,Conservative,0.061,94.76,Healthy,,
2f18962,BYD Atto ,LFP,60,56,258,29.4,0.8,1.15,Moderate,0.025,98.69,Healthy,,
7f56c72,Wuling Air EV,LFP,26,19,28,18,0.76,0.81,Moderate,0.0226,97.94,Healthy,,
c78279f,Tesla Model ,NMC,75,4,45,18.4,0.6,1.9,Moderate,0.0206,99.25,Healthy,,
ae7bd44,,NMC,75,2,248,,0.96,0.71,Aggressive,,96.62,Healthy,,
59e2dd,,,88,17,190,22.4,0.55,,Aggressive,0.027,97.64,Healthy,,
c099d11,Tesla Model ,NMC,75,50,697,1.8,0.49,,Conservative,0.098,9.22,Healthy,,
04e66b9,Hyundai Ioniq 5,,72.6,52,708,4.6,0.55,1,Conservative,0.0417,9.27,Healthy,,
a1a68ae,,LFP,26,89,970,1.2,0.44,2.09,Moderate,0.029,9.28,Healthy,,
9b8e1ae1,BYD Atto ,LFP,60,87,87,1.7,0.75,0.6,Conservative,0.0296,94.76,Healthy,,
1e26c622,Wuling Air EV,,26,44,276,5.6,0.27,,Aggressive,0.0245,97.61,Healthy,,
0e6f66c,Tesla Model ,NMC,75,2,256,2.1,0.96,1.77,Moderate,0.0298,96.52,Healthy,,
460824b,Wuling Air EV,LFP,26,88,958,1.9,0.42,,Conservative,,94.97,Healthy,,
9ec8ea5,Tesla Model ,NMC,75,7,1,24.5,0.78,1.26,Moderate,0.0289,96.7,Healthy,,
7dd72e1a,,NMC,75,80,902,24.9,0.96,,Aggressive,0.055,87.56,Healthy,,
5ac7fb7,Hyundai Ioniq 5,,72.6,5,94,21,0.81,,Conservative,0.026,95.74,Healthy,,
0291044e,BYD Atto ,LFP,60,19,148,22.2,0.29,1.47,Moderate,0.0205,99.74,Healthy,,
f018af4,Hyundai Ioniq 5,,72.6,4,150,1.4,0.18,2.17,Moderate,0.0227,98.77,Healthy,,
b284e266,Tesla Model ,NMC,75,95,128,18.1,0.9,2.42,Moderate,0.067,84.12,Healthy,,
05de67,Ford Mustang Mach-E,NMC,88,26,0,21.8,0.05,1.4,Conservative,,97.24,Healthy,,
1bd646d,Hyundai Ioniq 5,NMC,72.6,72,84,22.7,0.47,0.81,Conservative,0.06,92.67,Healthy,,
5df4d079,Ford Mustang Mach-E,NMC,88,5,21,18.4,0.4,1.79,Moderate,0.0258,98.1,Healthy,,
fc468def,,,75,27,128,4,0.8,1.88,Conservative,0.0215,98.92,Healthy,,
ce4eed9d,Hyundai Ioniq 5,NMC,72.6,79,847,0.4,0.77,2.1,Moderate,0.0471,90.56,Healthy,,
8c997968,Ford Mustang Mach-E,NMC,88,4,488,10.1,0.49,2.42,Moderate,,94.92,Healthy,,
0ba4f10,Ford Mustang Mach-E,NMC,88,1,87,22.4,0.56,,Moderate,0.0257,98.66,Healthy,,
2e544c4,Tesla Model ,NMC,75,41,49,16.8,0.2,2.08,Aggressive,0.079,94.07,Healthy,,
e74eadda,Tesla Model ,NMC,75,65,418,28.7,0.72,1.12,Conservative,0.029,95,Healthy,,
b66b16a2,,NMC,75,50,67,,0.1,1.2,Moderate,0.0445,91.8,Healthy,,
5cea2,Ford Mustang Mach-E,NMC,88,4,156,2.4,0.59,1.4,Moderate,0.0244,98.24,Healthy,,
6d1f42e,,NMC,88,72,780,0.4,0.76,,Moderate,,89.6,Healthy,,
cc5f24,Tesla Model ,NMC,75,66,921,28.1,0.5,0.52,Aggressive,0.0516,89.5,Healthy,,
ca9799c5,BYD Atto ,LFP,60,7,44,4.5,0.8,1.42,Moderate,0.0248,97.54,Healthy,,
ac22ce68,,LFP,26,57,782,8.2,0.26,1.2,Moderate,0.0286,95.67,Healthy,,
9880c70,Ford Mustang Mach-E,NMC,88,64,608,27,0.5,1,Moderate,0.09,9.91,Healthy,,
d980686,,NMC,72.6,76,458,26.1,0.14,1.26,Moderate,0.021,96,Healthy,,
96cc0bd5,BYD Atto ,,60,26,175,22.7,0.74,,Aggressive,,98.44,Healthy,,
c29ceb7,Tesla Model ,NMC,75,87,879,22.6,0.18,1.5,Conservative,0.08,94.16,Healthy,,
8d80776b,Hyundai Ioniq 5,,72.6,61,862,12.2,0.77,2.09,Conservative,0.0428,91.76,Healthy,,
41512d0,Wuling Air EV,LFP,26,6,296,5.5,0.1,,,0.026,97.58,Healthy,,
b95b250c,Wuling Air EV,LFP,26,14,16,0.8,0.75,1.95,Aggressive,0.0224,98.96,Healthy,,
a8d77c6,Wuling Air EV,LFP,26,96,1412,17.8,0.44,1.22,Conservative,,92.57,Healthy,,
dad42f7,Wuling Air EV,,26,68,86,19.8,0.78,0.6,Aggressive,0.024,97.29,Healthy,,
0a48be5,BYD Atto ,LFP,60,96,1059,1.1,0.81,1.26,Moderate,0.058,91.97,Healthy,,
fcc80c8d,Hyundai Ioniq 5,,72.6,22,265,26.4,0.07,,Moderate,0.0264,98.05,Healthy,,
14c0f00,Hyundai Ioniq 5,NMC,72.6,29,6,29.6,0.11,0.78,Conservative,0.0264,97.8,Healthy,,
edd6505f,Hyundai Ioniq 5,NMC,72.6,2,0,9.9,0.16,2.4,Aggressive,0.065,94.45,Healthy,,
a79a4676,,LFP,26,55,266,5,0.88,1.75,Conservative,0.0241,97.9,Healthy,,
8d4ecad,,NMC,75,90,1025,27.5,0.75,2.1,Moderate,0.054,88.02,Healthy,,
6cb47b92,Tesla Model ,NMC,75,55,700,27.4,0.74,0.6,Moderate,0.0429,92.4,Healthy,,
5b7bee90,BYD Atto ,LFP,60,16,70,4.7,0.5,1.98,Conservative,0.0199,,Healthy,,
12b76bd8,,NMC,75,4,49,24,0.68,,Moderate,0.047,94.47,Healthy,,
b746419b,Tesla Model ,NMC,75,11,65,21.2,0.12,0.7,Aggressive,0.021,99.26,Healthy,,
60946b2,Tesla Model ,,75,47,54,29,0.57,,Conservative,0.055,95.08,Healthy,,
a15b180a,,NMC,88,27,82,44.1,0.05,1.64,Aggressive,0.01,9.64,Healthy,,
82a5024e,Wuling Air EV,LFP,26,91,8,8.5,0.29,2.2,Moderate,0.029,98.12,Healthy,,
7fc16c2e,BYD Atto ,LFP,60,94,997,0.1,0.8,2.1,Moderate,0.047,9.02,Healthy,,
f70b79c9,,NMC,75,16,148,18.8,0.9,2.15,Moderate,0.0247,98.26,Healthy,,
82cac9d1,BYD Atto ,LFP,60,94,814,5.4,0.5,,Conservative,0.008,95.06,Healthy,,
7f719a9e,Hyundai Ioniq 5,NMC,72.6,14,127,,0.61,1.5,Moderate,0.0229,98.76,Healthy,,
1ac662,Hyundai Ioniq 5,NMC,72.6,66,958,24.4,0.1,0.6,Moderate,0.047,91.12,Healthy,,
be8a9769,Wuling Air EV,LFP,26,94,51,19.9,0.4,2.2,Conservative,,96.92,Healthy,,
15c7f488,Hyundai Ioniq 5,NMC,72.6,21,221,28.9,0.72,,Conservative,0.0265,97.96,Healthy,,
2f90b18e,BYD Atto ,LFP,60,59,6,1.8,1,0.91,Aggressive,,97.68,Healthy,,
647592d4,Wuling Air EV,LFP,26,50,556,0.1,0,,Conservative,0.025,97.81,Healthy,,
b6990,Ford Mustang Mach-E,NMC,88,48,80,6.4,0.24,1.75,,0.0284,97.1,Healthy,,
0601eb4,BYD Atto ,LFP,60,17,141,2.2,0.01,,Conservative,,98.7,Healthy,,
b46ed20,Wuling Air EV,LFP,26,58,28,12.6,0.74,0.8,Conservative,0.0224,98.6,Healthy,,
52a7479a,Hyundai Ioniq 5,NMC,72.6,46,62,2.4,0.5,,Moderate,0.041,95.9,Healthy,,
d1a5a286,Wuling Air EV,LFP,26,82,28,16.7,0.08,2.48,Conservative,0.028,98.4,Healthy,,
eb807f51,Wuling Air EV,LFP,26,47,557,29.2,0.7,,Moderate,0.0274,96.8,Healthy,,
dcc9c229,Hyundai Ioniq 5,NMC,72.6,9,47,22.9,0.84,,Moderate,0.019,,Healthy,,
169d8f67,Tesla Model ,,75,48,67,,0.29,1.05,,,96.49,Healthy,,
9be29118,Tesla Model ,NMC,75,25,1,25.5,0.75,1.17,Aggressive,0.026,98.02,Healthy,,
85e4f6e4,Ford Mustang Mach-E,NMC,88,4,5,46.4,0.6,,Conservative,0.025,98.72,Healthy,,
64221b98,Hyundai Ioniq 5,NMC,72.6,88,125,0.5,0.05,1.9,Moderate,0.0526,89.75,Healthy,,
67f4ec19,Ford Mustang Mach-E,,88,29,191,20.6,0.7,1.94,Conservative,0.0264,97.12,Healthy,,
2f57e814,Hyundai Ioniq 5,NMC,72.6,79,996,,0.55,1,Aggressive,0.055,88.44,Healthy,,
481249,Hyundai Ioniq 5,,72.6,48,690,0.4,0.04,2.26,Moderate,0.07,94.28,Healthy,,
9e77b05b,Tesla Model ,NMC,75,6,9,15.7,0.67,2.17,Moderate,0.015,95,Healthy,,
e2fe41fa,Ford Mustang Mach-E,,88,7,9,27.8,0.06,,Conservative,0.042,91.94,Healthy,,
42d1a757,,NMC,75,7,67,5,0.51,0.86,Conservative,0.0244,98.91,Healthy,,
b82a07f1,Hyundai Ioniq 5,NMC,72.6,,27,14.7,0.42,,Conservative,0.02,98.7,Healthy,,
e2aa6908,Hyundai Ioniq 5,,72.6,67,78,21.4,0.64,1,Conservative,0.0276,97.04,Healthy,,
0fa851a,Tesla Model ,NMC,75,72,102,7.5,0.92,0.52,Conservative,0.0647,85.27,Healthy,,
217b871d,BYD Atto ,LFP,60,10,65,,0.18,1.08,Moderate,0.0209,99.92,Healthy,,
9ab7248,Tesla Model ,NMC,75,17,118,12.8,0.77,1.02,Moderate,0.0245,98.86,Healthy,,
4baa6221,Hyundai Ioniq 5,,72.6,55,8,19.8,0.4,2.19,Moderate,0.019,95.75,Healthy,,
1bd4b12,BYD Atto ,LFP,60,51,589,25.4,0.26,,Moderate,0.0299,96.07,Healthy,,
8447026,,LFP,60,17,86,26,0.45,1.74,Conservative,0.0204,,Healthy,,
1fdbde99,Tesla Model ,NMC,75,7,57,1.5,0.66,0.81,Moderate,0.088,94.16,Healthy,,
0b89a869,Hyundai Ioniq 5,NMC,72.6,10,85,0.8,0.17,0.52,Aggressive,0.02,99.07,Healthy,,
166927ad,Ford Mustang Mach-E,NMC,88,51,558,1,0.25,0.54,Moderate,0.055,94.52,Healthy,,
d7955b6d,,LFP,60,85,1274,44.8,0.5,,Conservative,0.0442,87.57,Healthy,,
70a46a02,,LFP,26,4,497,1.1,0.2,1.84,Aggressive,0.0274,96.91,Healthy,,
b977cb46,Hyundai Ioniq 5,,72.6,6,70,6.7,0.4,1.4,Moderate,0.0212,99.96,Healthy,,
a242a80,,,88,80,1081,,0,1.58,Conservative,0.049,90.56,Healthy,,
5d8acb,Tesla Model ,NMC,75,9,57,5.9,0.76,2,Moderate,0.0206,99.41,Healthy,,
e764fe7f,Tesla Model ,NMC,75,14,204,21.8,0.9,1.51,Conservative,0.0248,98.06,Healthy,,
ac56ab42,Ford Mustang Mach-E,NMC,88,25,7,22.4,0.59,2.14,Conservative,0.001,97.27,Healthy,,
d19c201f,,,75,11,125,28.8,0,2.26,Moderate,0.0241,98.9,Healthy,,
4d78d2c,,NMC,75,69,490,26.5,0.11,,Moderate,0.007,96.2,Healthy,,
70cace9,Wuling Air EV,LFP,26,27,114,16.1,0.46,2.15,Conservative,,99.4,Healthy,,
dd1760b0,BYD Atto ,LFP,60,64,552,16.2,0.85,2.17,Moderate,0.0282,95.9,Healthy,,
e96151b,BYD Atto ,LFP,60,,589,2.8,0.4,,Aggressive,,95.18,Healthy,,
1f2794,Hyundai Ioniq 5,NMC,72.6,49,504,25.9,0.05,0.64,Conservative,,96.14,Healthy,,
24c869f,Ford Mustang Mach-E,NMC,88,67,470,21,0.5,2.4,Aggressive,0.05,95.04,Healthy,,
cb24417,Ford Mustang Mach-E,NMC,88,21,26,14.7,0.58,1.8,,0.0299,97.24,Healthy,,
5424ead6,Ford Mustang Mach-E,,88,64,809,28.7,0.7,1.44,Moderate,0.049,91.89,Healthy,,
6ed1a0ab,Wuling Air EV,LFP,26,61,48,28.7,0.14,1.76,Moderate,0.024,97.4,Healthy,,
b5d097e,BYD Atto ,,60,74,57,22.1,0.1,2.11,Moderate,0.024,97.72,Healthy,,
9e82af,BYD Atto ,LFP,60,58,271,16.9,0.98,1.94,Moderate,,98.16,Healthy,,
8ff7ecd,,NMC,75,29,188,26.1,0.49,,Conservative,0.0299,97.04,Healthy,,
29a27d4f,Wuling Air EV,LFP,26,68,904,,0.6,0.52,Conservative,0.005,94.84,Healthy,,
8d2ea892,,LFP,60,54,506,2,0.6,,Conservative,0.0274,96.25,Healthy,,
12df4a,Hyundai Ioniq 5,NMC,72.6,27,220,18.7,0.48,,Conservative,0.026,97.42,Healthy,,
fb2d86f,,NMC,75,64,829,18.9,0.96,1.6,Moderate,0.0472,90.79,Healthy,,
857686,Ford Mustang Mach-E,NMC,88,2,10,14.1,0.86,1.8,Moderate,0.018,99.95,Healthy,,
5dc128b,Wuling Air EV,,26,4,49,,0.44,1.64,Moderate,0.0218,99.71,Healthy,,
ea12da51,Wuling Air EV,LFP,26,,18,2,0.91,1.67,Moderate,0.0202,,Healthy,,
47d6ba5,Tesla Model ,,75,41,512,28.7,0.2,1.9,Aggressive,0.056,94.65,Healthy,,
ce5ce1c4,BYD Atto ,LFP,60,69,468,15.6,0.55,,Moderate,0.026,96.7,Healthy,,
c1abdd52,BYD Atto ,LFP,60,44,651,15.6,0.6,1.27,Moderate,0.0266,96.97,Healthy,,
2c8a2de6,,,26,91,1222,20.4,0.22,,Aggressive,0.07,92.17,Healthy,,
55b18b2f,Hyundai Ioniq 5,NMC,72.6,22,15,26.2,0.8,0.71,,,98.92,Healthy,,
7df11f0,BYD Atto ,LFP,60,91,1142,0,0.15,1.9,Moderate,0.014,9.88,Healthy,,
d2091f,,LFP,26,8,71,17,0.12,,Conservative,0.0218,99.5,Healthy,,
e7bd7c,,NMC,88,21,214,,0.95,0.78,Conservative,0.0227,98.77,Healthy,,
d62ca708,Ford Mustang Mach-E,NMC,88,20,202,2.6,0.5,0.66,Moderate,0.029,98.42,Healthy,,
d0ab4ced,Tesla Model ,NMC,75,6,525,0.8,0.9,,Conservative,,92.47,Healthy,,
05b1a2f,,,60,,571,,0.47,1.08,Conservative,0.029,97.7,Healthy,,
20a4d91,Wuling Air EV,LFP,26,45,241,9.9,0.5,1,Conservative,0.02,99,Healthy,,
a2e26b6c,Tesla Model ,NMC,75,65,442,27,0.59,0.91,Moderate,0.041,95.76,Healthy,,
5166d955,BYD Atto ,LFP,60,4,25,27.8,0.98,,,0.0269,97.14,Healthy,,
ff69d1e6,Ford Mustang Mach-E,NMC,88,1,6,29.5,0.18,0.69,Moderate,0.018,,Healthy,,
10a65cb2,,LFP,26,89,410,24,0.46,2,Aggressive,,96.87,Healthy,,
157f7004,,,72.6,94,85,1.5,0.85,2.24,Conservative,0.0478,90.81,Healthy,,
2c2727,Wuling Air EV,LFP,26,55,619,4.2,0.27,1.4,,0.0276,96.1,Healthy,,
911dae1,Tesla Model ,NMC,75,27,5,,0.12,1.77,Conservative,0.0285,96.97,Healthy,,
0875b,Ford Mustang Mach-E,NMC,88,76,988,2.5,0.25,1.74,Conservative,0.046,92.08,Healthy,,
2f2edfd7,Hyundai Ioniq 5,NMC,72.6,1,1,24.1,0.84,1.77,Conservative,0.0219,99.72,Healthy,,
f1b7f,Tesla Model ,NMC,75,26,62,11,0.11,,Aggressive,0.09,95.69,Healthy,,
eb8c9ef,Ford Mustang Mach-E,,88,48,55,,0.71,0.55,Aggressive,,95.62,Healthy,,
8b1c1c0a,BYD Atto ,LFP,60,9,282,,0.7,,Moderate,0.0241,98.24,Healthy,,
54689a9,Tesla Model ,NMC,75,41,587,26,0.06,1.1,Conservative,0.041,95.8,Healthy,,
99ed19c,Wuling Air EV,,26,67,945,22.8,0.56,1.87,,0.06,92.2,Healthy,,
fffc7ac,Tesla Model ,NMC,75,57,776,21.5,0.81,2.29,Aggressive,0.0508,89.58,Healthy,,
bc2a2d9,,NMC,88,64,547,29.9,0.19,,Moderate,0.04,95.4,Healthy,,
ec59eac,Tesla Model ,,75,54,296,26.4,0.84,0.99,Aggressive,,96.55,Healthy,,
